0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3761025533202738,-1.0,-0.35712003191468716,-0.953142482626689,0.0,0.0,0.0,0.0,0.0
-0.35712003191468716,-0.953142482626689,-0.3393183504724088,-0.8798403619962532,0.0,0.0,0.0,0.0,0.0
-0.3393183504724088,-0.8798403619962532,-0.32650462653137546,-0.8456218293205715,0.0,0.0,0.0,0.0,0.0
-0.32650462653137546,-0.8456218293205715,-0.3512323472140747,-0.7844360315488176,0.0,0.0,0.0,0.0,0.0
-0.3512323472140747,-0.7844360315488176,-0.33690762250335965,-0.7322698708533785,0.0,0.0,0.0,0.0,0.0
-0.33690762250335965,-0.7322698708533785,-0.3090208039196086,-0.6270211837059566,0.0,0.0,0.0,0.0,0.0
-0.3090208039196086,-0.6270211837059566,-0.2945624143966736,-0.6821396905852976,0.0,0.0,0.0,0.0,0.0
-0.2945624143966736,-0.6821396905852976,-0.25576804485752047,-0.5888986277135791,0.0,0.0,0.0,0.0,0.0
-0.25576804485752047,-0.5888986277135791,-0.2352413822478668,-0.4486204869795373,0.0,0.0,0.0,0.0,0.0
-0.2352413822478668,-0.4486204869795373,-0.21120501746907414,-0.5250473468157774,0.0,0.0,0.0,0.0,0.0
-0.21120501746907414,-0.5250473468157774,-0.1512763170532225,-0.41672301859385813,0.0,0.0,0.0,0.0,0.0
-0.1512763170532225,-0.41672301859385813,-0.12785586849430827,-0.4041398395702749,0.0,0.0,0.0,0.0,0.0
-0.12785586849430827,-0.4041398395702749,-0.10734633623799099,-0.2912461353258502,0.0,0.0,0.0,0.0,0.0
-0.10734633623799099,-0.2912461353258502,-0.09663778344268253,-0.3378905849260621,0.0,0.0,0.0,0.0,0.0
-0.09663778344268253,-0.3378905849260621,-0.07349449408502956,-0.20321610508285926,0.0,0.0,0.0,0.0,0.0
-0.07349449408502956,-0.20321610508285926,-0.03355946424258543,-0.17953404496739986,0.0,0.0,0.0,0.0,0.0
-0.03355946424258543,-0.17953404496739986,-0.0695486276565213,-0.08657253919154262,0.0,0.0,0.0,0.0,0.0
-0.0695486276565213,-0.08657253919154262,-0.04640379727251459,-0.13083482273699965,0.0,0.0,0.0,0.0,0.0
-0.04640379727251459,-0.13083482273699965,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
-745.9803446485171,1107.7212721401952,-743.1390209583406,1070.4360047662096,1.0,0.0,0.0,0.0,1.0
-743.1390209583406,1070.4360047662096,-744.1295252181973,1079.7383883439932,1.0,0.0,0.0,0.0,1.0
-744.1295252181973,1079.7383883439932,-745.026056214601,1110.6596446411945,1.0,0.0,0.0,0.0,1.0
-745.026056214601,1110.6596446411945,-742.5655531286039,1070.9178916879825,1.0,0.0,0.0,0.0,1.0
-742.5655531286039,1070.9178916879825,-743.8987903932855,1092.684080458815,1.0,0.0,0.0,0.0,1.0
-743.8987903932855,1092.684080458815,-743.336081926554,1133.3643645755124,1.0,0.0,0.0,0.0,1.0
-743.336081926554,1133.3643645755124,-742.6892809562819,1079.195364761487,1.0,0.0,0.0,0.0,1.0
-742.6892809562819,1079.195364761487,-741.8250857707495,1097.777568157871,1.0,0.0,0.0,0.0,1.0
-741.8250857707495,1097.777568157871,-744.2613460807377,1129.9116227066893,1.0,0.0,0.0,0.0,1.0
-744.2613460807377,1129.9116227066893,-741.2689318139956,1144.5188100891498,1.0,0.0,0.0,0.0,1.0
-741.2689318139956,1144.5188100891498,-741.3635981251475,1143.210088437279,1.0,0.0,0.0,0.0,1.0
-741.3635981251475,1143.210088437279,-742.5567959902367,1075.6451631683228,1.0,0.0,0.0,0.0,1.0
